거래번호,항목1,항목2,항목3,항목4,항목5,항목6,항목7,항목8,항목9
13750,사워 크림,롤빵,패스트리,소다,간식,껌,청소기,여성용 위생용품,쇼핑백
13752,소시지,요거트,사워 크림,크림 치즈,소다,,,,
13753,롤빵,식빵,,,,,,,
13755,전지우유,생선,식빵,절인 야채,,,,,
13756,야채,식빵,베이킹 파우더,냅킨,사진 필름,,,,
13757,야채,마요네즈,계란,마가린,머스타드,쇼핑백,,,
13759,음료수,치즈,계란,롤빵,패스트리,,,,
13760,요거트,음료수,,,,,,,
13761,전지우유,머스타드,쇼핑백,,,,,,
13762,열대과일,야채,생수,소다,병맥주,초콜릿,,,
13763,열대과일,롤빵,머스타드,,,,,,
13765,마가린,야채 주스,,,,,,,
13766,병맥주,소주,와인,,,,,,
13768,전지우유,롤빵,커피,야채 주스,,,,,
13770,버터,마요네즈,커피,,,,,,
13773,소시지,소고기,감귤,요거트,아이스크림,롤빵,식빵,절인 야채,잼
13775,포도,간식,사탕,,,,,,
13779,햄,디저트,음료수,우유,크림 치즈,식빵,머스타드,,
13780,소시지,간식,,,,,,,
13781,소고기,버터우유,수프,포도주,,,,,
13786,과일,야채,우유,냉동 디저트,계란,마가린,절인 야채,,
13788,롤빵,패스트리,냅킨,신문,,,,,
13790,돼지고기,전지우유,디저트,,,,,,
13791,식빵,패스트리,쇼핑백,,,,,,
13792,치킨,버터,식빵,,,,,,
13795,감귤,양파,치즈,치즈,냉동 야채,냉동 디저트,계란,롤빵,
13797,야채,전지우유,,,,,,,
13800,소시지,야채,전지우유,야채 주스,팝콘,사탕,,,
13801,감귤,냉동 야채,설탕,,,,,,
13802,우유,식빵,,,,,,,
13804,고양이 사료,캔맥주,,,,,,,
13808,돼지고기,열대과일,야채,마가린,소다,병맥주,와플,,
13810,소시지,치킨,감귤,,,,,,
13811,돼지고기,감귤,열대과일,전지우유,냉동 야채,계란,꿀,야채 통조림,와인
13813,냉동 식품,청소기,,,,,,,
13817,디저트,과자,초콜릿,,,,,,
13819,소시지,감귤,열대과일,과일,요거트,패스트리,생수,,
13822,전지우유,치즈,롤빵,식빵,,,,,
13824,생수,백포도주,,,,,,,
13825,과일,롤빵,화초,쇼핑백,,,,,
13827,열대과일,과일,,,,,,,
13828,요거트,초콜릿,,,,,,,
13829,소고기,롤빵,패스트리,,,,,,
13830,병맥주,소주,,,,,,,
13831,소다,병맥주,과자,사탕,,,,,
13832,롤빵,야채 주스,병맥주,캔맥주,초콜릿,,,,
13833,야채,야채 통조림,쇼핑백,,,,,,
13834,햄,전지우유,요거트,소다,와인,,,,
13835,롤빵,커피,,,,,,,
13836,롤빵,커피,생수,,,,,,
13837,우유,베이킹 파우더,,,,,,,
13839,전지우유,계란,소다,캔맥주,소주,쇼핑백,,,
13840,전지우유,버터우유,,,,,,,
13841,감귤,야채,양파,,,,,,
13843,팝콘,사탕,,,,,,,
13845,돼지고기,열대과일,전지우유,버터,디저트,요거트,냉동 야채,냉동 식품,치킨
13846,치킨,열대과일,과일,요거트,치즈,계란,야채 주스,,
13849,전지우유,버터,치즈,냉동 야채,화초,,,,
13850,과일,전지우유,냉동 야채,계란,쇼핑백,,,,
13852,소시지,치킨,소고기,버터,디저트,사워 크림,우유,치즈,
13853,병맥주,냅킨,,,,,,,
13855,사워 크림,크림 치즈,롤빵,커피,,,,,
13856,전지우유,디저트,기름,,,,,,
13858,버터,요거트,롤빵,소다,,,,,
13860,과일,캔맥주,,,,,,,
13861,롤빵,사탕,쇼핑백,,,,,,
13863,롤빵,캔맥주,,,,,,,
13864,롤빵,소다,야채 주스,,,,,,
13865,과일,양파,전지우유,요거트,냉동 야채,생선,롤빵,마가린,
13866,돼지고기,감귤,열대과일,치즈,생수,,,,
13868,소시지,소다,병맥주,,,,,,
13869,감귤,디저트,신문,,,,,,
13870,식빵,강아지 사료,캔맥주,,,,,,
13874,돼지고기,소고기,,,,,,,
13875,냉동 식품,소다,,,,,,,
13876,치킨,야채,전지우유,롤빵,식빵,,,,
13877,롤빵,와인,사진 필름,,,,,,
13879,소시지,식빵,마가린,병맥주,,,,,
13882,야채,전지우유,,,,,,,
13886,우유,병맥주,소주,그릇,,,,,
13887,전지우유,요거트,마가린,,,,,,
13888,전지우유,계란,신문,,,,,,
13889,소시지,요거트,롤빵,생수,소다,,,,
13891,소시지,소고기,열대과일,과일,딸기,야채,전지우유,머스타드,
13892,소고기,롤빵,병맥주,,,,,,
13893,베이킹 파우더,커피,사진 필름,,,,,,
13897,요거트,야채 주스,그릇,,,,,,
13898,소시지,소다,캔맥주,껌,,,,,
13899,야채,양파,전지우유,생수,,,,,
13902,열대과일,크림 치즈,마요네즈,롤빵,식빵,스프,베이킹 파우더,생선 통조림,
13903,열대과일,전지우유,요거트,냉동 야채,냉동 디저트,롤빵,소다,,
13904,감귤,열대과일,과일,전지우유,버터우유,,,,
13906,디저트,요거트,우유,크림 치즈,냉동 야채,롤빵,생수,냅킨,
13909,양파,고양이 사료,팝콘,,,,,,
13910,냉동 야채,마가린,절인 야채,,,,,,
13912,치킨,과일,전지우유,사워 크림,마가린,신문,,,
13913,양파,캔맥주,쇼핑백,,,,,,
13914,소고기,치킨,돼지고기,야채,전지우유,롤빵,세정제,,
13915,햄,치킨,햄,소고기,양파,전지우유,버터,냉동 감자,계란
13916,감귤,과일,전지우유,치즈,간식,,,,
13920,돼지고기,과일,마가린,수프,커피,냅킨,신문,,
13921,버터우유,우유,크림 치즈,치즈,식빵,커피,,,
13922,커피,화초,,,,,,,
13924,과일,야채,전지우유,,,,,,
13926,요거트,롤빵,,,,,,,
13927,딸기,야채,요거트,사워 크림,백포도주,주방 수건,,,
13930,햄,열대과일,야채,사워 크림,소주,,,,
13931,음료수,소다,,,,,,,
13933,패스트리,소다,,,,,,,
13934,과일,전지우유,,,,,,,
13935,전지우유,사워 크림,롤빵,화초,,,,,
13938,전지우유,요거트,생수,,,,,,
13939,기름,생수,,,,,,,
13940,소고기,감귤,열대과일,전지우유,요거트,마가린,머스타드,야채 통조림,
13942,소시지,야채,요거트,사워 크림,치즈,치즈,계란,기름,
13943,소시지,우유,밀가루,,,,,,
13944,돼지고기,버터,냉동 야채,마가린,설탕,껌,냅킨,신문,
13947,캔맥주,와인,,,,,,,
13948,돼지고기,야채,마요네즈,계란,롤빵,머스타드,야채 주스,껌,
13949,전지우유,롤빵,,,,,,,
13950,전지우유,버터,식빵,야채 통조림,소다,과자,케이크,초콜릿,
13951,전지우유,롤빵,커피,,,,,,
13952,감귤,야채,양파,계란,식빵,케이크,,,
13953,전지우유,롤빵,식빵,소다,신문,,,,
13954,전지우유,냉동 야채,냉동 디저트,음료수,소주,신문,,,
13955,소고기,야채,허브,전지우유,버터,사워 크림,롤빵,,
13956,소고기,치킨,버터우유,요거트,밀가루,고양이 사료,소다,,
13957,소시지,냉동 야채,냉동 식품,절인 야채,커피,,,,
13958,과일,파스타,기름,쇼핑백,,,,,
13959,소고기,야채,냉동 야채,냉동 감자,식빵,세정제,,,
13962,소시지,과일,요거트,식빵,소다,,,,
13963,전지우유,버터우유,롤빵,마가린,생수,야채 주스,,,
13964,전지우유,롤빵,병맥주,,,,,,
13966,커피,소다,,,,,,,
13967,견과류,롤빵,,,,,,,
13968,소시지,요거트,크림 치즈,식빵,패스트리,커피,냅킨,,
13970,치킨,돼지고기,감귤,야채,허브,전지우유,버터,냉동 디저트,
13971,열대과일,요거트,계란,롤빵,패스트리,지퍼백,기름,,
13972,전지우유,요거트,치즈,식빵,패스트리,베이킹 파우더,,,
13973,전지우유,생수,,,,,,,
13974,소고기,야채,냉동 디저트,패스트리,식초,마가린,설탕,고양이 사료,
13975,연마제,냅킨,,,,,,,
13977,향신료,커피,,,,,,,
13978,소고기,감귤,열대과일,농축 우유,치즈,생수,소다,,
13980,열대과일,야채,치즈,치즈,마가린,생수,소다,음료수,
13982,소시지,치즈,롤빵,생수,초콜릿,,,,
13983,버터우유,계란,롤빵,소다,초콜릿,,,,
13984,소시지,전지우유,냉동 디저트,머스타드,잼,생수,,,
13986,롤빵,소다,야채 주스,병맥주,,,,,
13989,전지우유,롤빵,향신료,생수,,,,,
13990,감귤,사탕,,,,,,,
13992,소시지,감귤,전지우유,사워 크림,치즈,크림 치즈,계란,롤빵,
13993,소시지,신문,,,,,,,
13994,치킨,전지우유,계란,롤빵,,,,,
13996,열대과일,롤빵,욕실 청소용품,신문,쇼핑백,,,,
13997,전지우유,계란,마가린,생수,야채 주스,병맥주,,,
13998,버터,수프,,,,,,,
13999,야채,버터,마가린,,,,,,
14001,소시지,햄,감귤,전지우유,버터,사워 크림,,,
14003,감귤,요거트,우유,계란,롤빵,,,,
14005,돼지고기,전지우유,사워 크림,,,,,,
14010,소고기,과일,양파,전지우유,마가린,소다,야채 주스,냅킨,
14011,전지우유,밀가루,마가린,설탕,,,,,
14012,야채,전지우유,사워 크림,냉동 식품,밀가루,기름,와플,냅킨,
14014,전지우유,냉동 식품,소다,냅킨,주방 수건,,,,
14016,전지우유,치즈,,,,,,,
14017,소고기,감귤,과일,야채,전지우유,쌀,,,
14019,음료수,냉동 야채,소다,야채 주스,팝콘,신문,,,
14025,감귤,과일,버터,롤빵,기름,소다,병맥주,브랜디,와인
14026,롤빵,베이킹 파우더,소다,,,,,,
14027,초콜릿,전구,,,,,,,
14029,전지우유,와플,냅킨,,,,,,
14030,과일,껌,,,,,,,
14031,열대과일,쇼핑백,,,,,,,
14032,감귤,샐러드용 ??소스,연마제,,,,,,
14033,감귤,열대과일,야채,요거트,사워 크림,냉동 야채,아이스크림,롤빵,
14035,치즈,소다,백포도주,,,,,,
14036,햄,야채,양파,전지우유,사워 크림,치즈,치즈,치즈,
14037,전지우유,백포도주,,,,,,,
14038,롤빵,식빵,,,,,,,
14039,소시지,음료수,롤빵,음료수,와플,쇼핑백,,,
14040,요거트,롤빵,커피,소다,캔맥주,와플,,,
14042,돼지고기,화초,,,,,,,
14043,롤빵,껌,,,,,,,
14044,마가린,소다,,,,,,,
14045,야채,요거트,우유,설탕,커피,소다,음료수,캔맥주,
14047,소고기,과일,전지우유,버터,마가린,고양이 사료,커피,와플,
14048,과일,전지우유,버터,사워 크림,음료수,신문,,,
14049,치킨,감귤,야채,식빵,패스트리,간식,냅킨,,
14050,전지우유,버터,신문,,,,,,
14051,치킨,소주,,,,,,,
14052,소시지,감귤,열대과일,전지우유,버터,사워 크림,치즈,계란,
14053,전지우유,병맥주,신문,,,,,,
14054,열대과일,요거트,우유,크림 치즈,치즈,롤빵,패스트리,마가린,와플
14055,소시지,캔맥주,쇼핑백,,,,,,
14056,치킨,포장 채소,전지우유,사워 크림,냉동 야채,냉동 디저트,롤빵,식빵,
14058,전지우유,요거트,생수,캔맥주,,,,,
14059,감귤,과일,야채,요거트,마가린,그릇,,,
14060,햄,열대과일,과일,전지우유,요거트,사워 크림,치즈,치즈,
14061,전지우유,요거트,사워 크림,음료수,식빵,,,,
14063,식빵,쇼핑백,,,,,,,
14064,소시지,감귤,요거트,사워 크림,냉동 식품,파스타,커피,생수,
14065,치즈,치즈,,,,,,,
14067,요거트,팝콘,청소기,신문,,,,,
14068,야채,전지우유,치즈,롤빵,베이킹 파우더,,,,
14069,롤빵,설탕,커피,캔맥주,쇼핑백,,,,
14070,딸기,마가린,커피,쇼핑백,,,,,
14073,치킨,햄,전지우유,버터,크림 치즈,,,,
14074,소시지,소고기,요거트,사워 크림,계란,커피,생수,,
14076,롤빵,병맥주,,,,,,,
14077,소시지,전지우유,롤빵,,,,,,
14078,버터우유,패스트리,,,,,,,
14079,돼지고기,야채,전지우유,강아지 사료,소다,쇼핑백,,,
14080,돼지고기,야채,패스트리,쇼핑백,,,,,
14083,열대과일,과일,커피,소다,야채 주스,간식,,,
14084,과일,견과류,전지우유,요거트,사워 크림,크림 치즈,롤빵,와플,초콜릿
14085,감귤,계란,,,,,,,
14087,소시지,소고기,돼지고기,감귤,우유,식빵,설탕,소다,
14088,열대과일,캔맥주,,,,,,,
14089,전지우유,사워 크림,치즈,롤빵,신문,,,,
14090,딸기,전지우유,치즈,마가린,생수,화초,,,
14091,햄,소고기,전지우유,요거트,고양이 사료,,,,
14092,식빵,패스트리,소다,간식,팝콘,와플,껌,초콜릿,
14095,요거트,커피,,,,,,,
14096,소고기,과일,야채,전지우유,냉동 야채,,,,
14097,감귤,열대과일,전지우유,버터,요거트,사워 크림,롤빵,패스트리,
14100,커피,소다,와플,,,,,,
14101,전지우유,음료수,냉동 야채,마가린,소주,신문,,,
14102,전지우유,식빵,,,,,,,
14103,소시지,열대과일,전지우유,,,,,,
14107,소고기,열대과일,야채,전지우유,버터,사워 크림,냉동 식품,롤빵,
14108,요거트,패스트리,식초,생수,그릇,,,,
14110,치즈,냉동 식품,소다,쇼핑백,,,,,
14111,요거트,사워 크림,우유,베이킹 파우더,생수,소다,,,
14112,치킨,감귤,전지우유,요거트,머스타드,고양이 사료,소다,신문,
14113,전지우유,초콜릿,,,,,,,
14114,사워 크림,커피,,,,,,,
14115,패스트리,화초,,,,,,,
14117,치킨,백포도주,쇼핑백,,,,,,
14118,냉동 디저트,생수,,,,,,,
14119,열대과일,과일,야채,요거트,밀가루,마가린,설탕,생수,
14120,열대과일,과일,전지우유,요거트,아이스크림,냉동 디저트,계란,패스트리,밀가루
14121,소시지,과일,롤빵,패스트리,소다,야채 주스,캔맥주,간식,사탕
14122,전지우유,롤빵,,,,,,,
14123,생수,신문,,,,,,,
14124,돼지고기,전지우유,버터,요거트,치즈,크림 치즈,커피,화초,
14125,소고기,디저트,냉동 야채,쌀,쇼핑백,,,,
14126,소시지,햄,음료수,마요네즈,롤빵,소다,병맥주,초콜릿,
14127,감귤,열대과일,야채,전지우유,요거트,기름,고양이 사료,소다,
14128,과일,전지우유,마가린,코코아,생수,,,,
14130,전지우유,초콜릿,사탕,신문,,,,,
14132,전지우유,야채 주스,신문,,,,,,
14133,전지우유,크림 치즈,간식,,,,,,
14134,햄,계란,패스트리,와플,초콜릿,그릇,쇼핑백,,
14137,햄,양파,전지우유,사워 크림,치즈,치즈,식빵,야채 통조림,
14138,치킨,돼지고기,냉동 야채,소다,캔맥주,소주,신문,,
14139,포도,버터,치즈,캔맥주,,,,,
14140,전지우유,절인 야채,생수,병맥주,초콜릿,,,,
14145,감귤,열대과일,전지우유,요거트,음료수,크림 치즈,생수,화초,
14146,우유,신문,,,,,,,
14149,돼지고기,신문,,,,,,,
14150,계란,롤빵,,,,,,,
14151,롤빵,패스트리,병맥주,,,,,,
14152,소고기,감귤,버터,야채 주스,,,,,
14153,소시지,과일,기름,고양이 사료,생수,소다,병맥주,백포도주,
14158,열대과일,과일,요거트,냉동 야채,패스트리,병맥주,,,
14163,치킨,사워 크림,치즈,냉동 야채,냉동 식품,야채 주스,초콜릿,,
14164,사워 크림,치즈,냉동 과일,계란,롤빵,시리얼,강아지 사료,초콜릿,
14167,소시지,열대과일,전지우유,요거트,사워 크림,식빵,생수,,
14168,돼지고기,야채,양파,전지우유,버터,냉동 야채,계란,롤빵,
14169,생수,음료수,,,,,,,
14170,버터우유,아이스크림,껌,세정제,,,,,
14171,소다,사탕,,,,,,,
14172,치킨,감귤,딸기,야채,요거트,소다,,,
14175,소시지,전지우유,버터,계란,식빵,마가린,사탕,,
14176,치킨,과일,냉동 야채,,,,,,
14177,음료수,크림 치즈,롤빵,사탕,,,,,
14179,돼지고기,사워 크림,치즈,크림 치즈,치즈,마요네즈,식빵,생수,소다
14182,사워 크림,소다,캔맥주,쇼핑백,,,,,
14183,소시지,감귤,야채,전지우유,롤빵,식빵,고양이 사료,생수,
14184,야채,전지우유,마가린,,,,,,
14188,버터,우유,냉동 야채,케첩,생수,소다,병맥주,,
14189,소다,병맥주,소주,,,,,,
14192,캔맥주,백포도주,초콜릿,쇼핑백,,,,,
14193,전지우유,버터,크림 치즈,식빵,패스트리,스프,헤어 스프레이,,
14194,패스트리,밀가루,설탕,베이킹 파우더,커피,캔맥주,쇼핑백,,
14196,베이킹 파우더,소주,,,,,,,
14201,딸기,사워 크림,기름,강아지 사료,소주,그릇,쇼핑백,,
14202,열대과일,롤빵,,,,,,,
14204,소고기,간식,,,,,,,
14205,열대과일,전지우유,치즈,냉동 디저트,식빵,패스트리,생선 통조림,,
14206,치킨,감귤,야채,디저트,계란,향신료,절인 야채,,
14208,요거트,사워 크림,아이스크림,,,,,,
14209,치킨,딸기,패스트리,기름,설탕,,,,
14211,허브,전지우유,치즈,롤빵,패스트리,생수,와플,,
14213,소시지,야채,설탕,야채 주스,병맥주,간식,쇼핑백,,
14214,소시지,과일,전지우유,버터,디저트,버터우유,요거트,사워 크림,
14215,열대과일,디저트,요거트,시럽,,,,,
14219,치킨,감귤,양파,전지우유,생선,밀가루,설탕,,
14220,햄,감귤,버터,사워 크림,치즈,식빵,,,
14221,치즈,롤빵,케이크,,,,,,
14222,딸기,야채,버터우유,요거트,마요네즈,지퍼백,쇼핑백,,
14223,열대과일,야채,사워 크림,치즈,롤빵,과자,,,
14227,양파,전지우유,,,,,,,
14228,계란,식빵,머스타드,,,,,,
14232,감귤,전지우유,버터,패스트리,기름,생수,병맥주,세정제,
14233,돼지고기,감귤,디저트,식빵,주방 수건,양초,신문,,
14234,돼지고기,전지우유,요거트,우유,치즈,아이스크림,소다,야채 주스,냅킨
14235,야채,양파,전지우유,버터,요거트,치즈,계란,쌀,
14236,소시지,감귤,야채,전지우유,와플,초콜릿,,,
14238,허브,전지우유,요거트,치즈,계란,밀가루,마가린,설탕,베이킹 파우더
14240,열대과일,생수,병맥주,,,,,,
14241,소시지,감귤,생선 통조림,와플,,,,,
14243,열대과일,껌,초콜릿,초콜릿,,,,,
14245,전지우유,식빵,야채 주스,케이크,,,,,
14246,음료수,냉동 식품,사탕,,,,,,
14247,치킨,햄,딸기,포장 채소,전지우유,요거트,크림 치즈,롤빵,
14249,요거트,생수,소다,병맥주,초콜릿,여성용 위생용품,,,
14250,생선 통조림,소다,쇼핑백,,,,,,
