항목1,항목2,항목3,항목4,항목5,항목6,항목7,항목8,항목9
야채,사워 크림,냉동 야채,계란,롤빵,,,,
롤빵,생수,쇼핑백,,,,,,
강아지 사료,캔맥주,,,,,,,
식빵,신문,,,,,,,
딸기,버터우유,요거트,패스트리,욕실 청소용품,,,,
소시지,전지우유,패스트리,간식,주방 수건,,,,
야채,전지우유,,,,,,,
롤빵,커피,간식,,,,,,
전지우유,냉동 야채,커피,,,,,,
감귤,야채,전지우유,커피,,,,,
열대과일,포도,전지우유,패스트리,강아지 사료,소다,와플,청소기,
치킨,열대과일,식빵,절인 야채,소다,캔맥주,,,
전지우유,사워 크림,잼,소다,쇼핑백,,,,
버터,식빵,병맥주,백포도주,쇼핑백,,,,
병맥주,소주,와인,쇼핑백,,,,,
돼지고기,과일,양파,전지우유,디저트,요거트,위스키,,
전지우유,요거트,초콜릿,사탕,신문,,,,
소시지,치킨,돼지고기,소고기,감귤,열대과일,전지우유,치즈,냉동 식품
야채,허브,전지우유,롤빵,소다,쇼핑백,,,
전지우유,냉동 감자,,,,,,,
초콜릿,사탕,,,,,,,
소시지,요거트,,,,,,,
전지우유,패스트리,,,,,,,
전지우유,지퍼백,간식,,,,,,
소다,캔맥주,,,,,,,
과일,아이스크림,병맥주,,,,,,
우유,감미료,생수,,,,,,
열대과일,아이스크림,냉동 디저트,사탕,,,,,
돼지고기,열대과일,양파,허브,전지우유,버터,냉동 야채,롤빵,잼
우유,소스,야채 주스,쇼핑백,,,,,
생수,캔맥주,,,,,,,
소시지,포도,치즈,크림 치즈,아이스크림,간식,와플,껌,냅킨
패스트리,캔맥주,,,,,,,
냉동 식품,아이스크림,,,,,,,
열대과일,야채,전지우유,냉동 야채,계란,식빵,캔맥주,,
열대과일,과일,우유,설탕,고양이 사료,커피,초콜릿,,
햄,햄,열대과일,전지우유,버터,냉동 식품,패스트리,,
소시지,열대과일,과일,야채,사워 크림,패스트리,고양이 사료,병맥주,
전지우유,버터,사워 크림,치즈,크림 치즈,향신료,,,
버터,냉동 야채,식빵,,,,,,
햄,전지우유,디저트,치즈,계란,식빵,절인 야채,커피,
소시지,백포도주,쇼핑백,,,,,,
소시지,음료수,소다,,,,,,
돼지고기,전지우유,패스트리,쇼핑백,,,,,
인스턴트 식품,야채 통조림,간식,,,,,,
햄,열대과일,과일,야채,계란,냅킨,신문,,
냉동 야채,마가린,청소기,,,,,,
버터,기름,마가린,초콜릿,사탕,,,,
딸기,요거트,패스트리,쇼핑백,,,,,
열대과일,요거트,농축 우유,식빵,소다,병맥주,,,
소고기,과일,야채,전지우유,요거트,밀가루,강아지 사료,캔맥주,
감귤,전지우유,,,,,,,
전지우유,롤빵,냅킨,,,,,,
소시지,크림 치즈,마요네즈,롤빵,마가린,소다,,,
소다,병맥주,,,,,,,
감귤,요거트,야채 주스,냅킨,,,,,
냉동 야채,계란,롤빵,야채 통조림,소다,,쇼핑백,,
소시지,요거트,백포도주,와인,쇼핑백,,,,
소고기,크림 치즈,소다,사진 필름,,,,,
롤빵,간식,,,,,,,
냉동 야채,생선,롤빵,절인 야채,,,,,
전지우유,버터우유,치즈,,,,,,
야채,전지우유,롤빵,패스트리,생수,소다,와플,케이크,
고양이 사료,생수,소다,백포도주,간식,냅킨,주방 수건,,
기름,야채 주스,그릇,,,,,,
열대과일,요거트,커피,신문,,,,,
소다,초콜릿,,,,,,,
소시지,과일,전지우유,요거트,치즈,크림 치즈,패스트리,소다,쇼핑백
소시지,열대과일,전지우유,병맥주,,,,,
소시지,야채,롤빵,소다,,,,,
소시지,치즈,롤빵,식빵,,,,,
패스트리,캔맥주,양초,,,,,,
생선,소주,,,,,,,
생수,소다,간식,,,,,,
소고기,돼지고기,야채,요거트,크림 치즈,롤빵,식빵,식초,
요거트,감미료,,,,,,,
롤빵,소다,,,,,,,
소다,캔맥주,,,,,,,
냉동 식품,롤빵,식빵,,,,,,
롤빵,생수,피부관리용품,,,,,,
롤빵,식빵,,,,,,,
전지우유,요거트,롤빵,식빵,커피,소다,야채 주스,병맥주,
커피,소다,,,,,,,
햄,치킨,감귤,열대과일,딸기,야채,전지우유,요거트,
요거트,우유,롤빵,식빵,,,,,
감귤,과일,전지우유,농축 우유,크림 치즈,계란,야채 주스,,
소시지,야채,식빵,,,,,,
식빵,생수,캔맥주,,,,,,
돼지고기,포도,딸기,사워 크림,냉동 디저트,계란,롤빵,패스트리,
생선,롤빵,패스트리,,,,,,
허브,사워 크림,와인,쇼핑백,,,,,
포도,야채,사워 크림,고양이 사료,껌,욕실 청소용품,냅킨,,
소시지,치즈,절인 야채,,,,,,
전지우유,사워 크림,패스트리,생수,,,,,
열대과일,포도,전지우유,식빵,패스트리,야채 주스,화초,,
햄,감귤,버터우유,요거트,크림 치즈,롤빵,강아지 사료,여성용 위생용품,냅킨
치킨,열대과일,과일,요거트,패스트리,병맥주,와인,,
열대과일,과일,전지우유,롤빵,패스트리,야채 주스,간식,세정제,
감귤,전지우유,버터,요거트,치즈,,,,
열대과일,전지우유,요거트,음료수,식빵,신문,,,
소고기,감귤,열대과일,야채,아이스크림,소다,캔맥주,와인,
생선,신문,,,,,,,
병맥주,소주,와인,,,,,,
생수,음료수,,,,,,,
디저트,요거트,식빵,쇼핑백,,,,,
감귤,열대과일,소금,음료수,야채 주스,냅킨,,,
감귤,냉동 야채,계란,식빵,소다,초콜릿,,,
돼지고기,우유,생수,소다,,,,,
열대과일,전지우유,아이스크림,와인,초콜릿,쇼핑백,,,
과일,양파,롤빵,인스턴트 식품,차,생수,간식,,
야채,롤빵,패스트리,,,,,,
과일,롤빵,소다,와플,초콜릿,냅킨,,,
음료수,야채 주스,,,,,,,
아이스크림,기름,병맥주,,,,,,
전지우유,디저트,요거트,크림 치즈,고양이 사료,,,,
치킨,야채,요거트,,,,,,
포도,딸기,치즈,패스트리,음료수,간식,세정제,,
열대과일,야채,냉동 디저트,마가린,,,,,
커피,병맥주,,,,,,,
요거트,간식,냅킨,,,,,,
야채,디저트,사워 크림,계란,패스트리,초콜릿,,,
치킨,소고기,요거트,롤빵,신문,,,,
전지우유,생선,패스트리,,,,,,
소시지,열대과일,소다,간식,쇼핑백,,,,
소시지,열대과일,전지우유,버터우유,요거트,식빵,소고기,소다,야채 주스
우유,롤빵,팝콘,과자,초콜릿,,,,
과일,전지우유,소다,,,,,,
생선,감귤,,,,,,,
캔맥주,신문,,,,,,,
돼지고기,야채,사워 크림,계란,와인,간식,,,
전지우유,버터,요거트,롤빵,,,,,
아이스크림,신문,,,,,,,
감귤,냉동 디저트,계란,롤빵,패스트리,,,,
사워 크림,롤빵,패스트리,소다,간식,껌,청소기,여성용 위생용품,쇼핑백
소시지,요거트,사워 크림,크림 치즈,소다,,,,
롤빵,식빵,,,,,,,
전지우유,생선,식빵,절인 야채,,,,,
야채,식빵,베이킹 파우더,냅킨,사진 필름,,,,
야채,마요네즈,계란,마가린,머스타드,쇼핑백,,,
음료수,치즈,계란,롤빵,패스트리,,,,
요거트,음료수,,,,,,,
전지우유,머스타드,쇼핑백,,,,,,
열대과일,야채,생수,소다,병맥주,초콜릿,,,
열대과일,롤빵,머스타드,,,,,,
마가린,야채 주스,,,,,,,
병맥주,소주,와인,,,,,,
전지우유,롤빵,커피,야채 주스,,,,,
버터,마요네즈,커피,,,,,,
소시지,소고기,감귤,요거트,아이스크림,롤빵,식빵,절인 야채,잼
포도,간식,사탕,,,,,,
햄,디저트,음료수,우유,크림 치즈,식빵,머스타드,,
소시지,간식,,,,,,,
소고기,버터우유,수프,포도주,,,,,
과일,야채,우유,냉동 디저트,계란,마가린,절인 야채,,
롤빵,패스트리,냅킨,신문,,,,,
돼지고기,전지우유,디저트,,,,,,
식빵,패스트리,쇼핑백,,,,,,
치킨,버터,식빵,,,,,,
감귤,양파,치즈,치즈,냉동 야채,냉동 디저트,계란,롤빵,
야채,전지우유,,,,,,,
소시지,야채,전지우유,야채 주스,팝콘,사탕,,,
감귤,냉동 야채,설탕,,,,,,
우유,식빵,,,,,,,
고양이 사료,캔맥주,,,,,,,
돼지고기,열대과일,야채,마가린,소다,병맥주,와플,,
소시지,치킨,감귤,,,,,,
돼지고기,감귤,열대과일,전지우유,냉동 야채,계란,꿀,야채 통조림,와인
냉동 식품,청소기,,,,,,,
디저트,과자,초콜릿,,,,,,
소시지,감귤,열대과일,과일,요거트,패스트리,생수,,
전지우유,치즈,롤빵,식빵,,,,,
생수,백포도주,,,,,,,
과일,롤빵,화초,쇼핑백,,,,,
열대과일,과일,,,,,,,
요거트,초콜릿,,,,,,,
소고기,롤빵,패스트리,,,,,,
병맥주,소주,,,,,,,
소다,병맥주,과자,사탕,,,,,
롤빵,야채 주스,병맥주,캔맥주,초콜릿,,,,
야채,야채 통조림,쇼핑백,,,,,,
햄,전지우유,요거트,소다,와인,,,,
롤빵,커피,,,,,,,
롤빵,커피,생수,,,,,,
우유,베이킹 파우더,,,,,,,
전지우유,계란,소다,캔맥주,소주,쇼핑백,,,
전지우유,버터우유,,,,,,,
감귤,야채,양파,,,,,,
팝콘,사탕,,,,,,,
돼지고기,열대과일,전지우유,버터,디저트,요거트,냉동 야채,냉동 식품,치킨
치킨,열대과일,과일,요거트,치즈,계란,야채 주스,,
전지우유,버터,치즈,냉동 야채,화초,,,,
과일,전지우유,냉동 야채,계란,쇼핑백,,,,
소시지,치킨,소고기,버터,디저트,사워 크림,우유,치즈,
병맥주,냅킨,,,,,,,
사워 크림,크림 치즈,롤빵,커피,,,,,
전지우유,디저트,기름,,,,,,
버터,요거트,롤빵,소다,,,,,
과일,캔맥주,,,,,,,
롤빵,사탕,쇼핑백,,,,,,
롤빵,캔맥주,,,,,,,
롤빵,소다,야채 주스,,,,,,
과일,양파,전지우유,요거트,냉동 야채,생선,롤빵,마가린,
돼지고기,감귤,열대과일,치즈,생수,,,,
소시지,소다,병맥주,,,,,,
감귤,디저트,신문,,,,,,
식빵,강아지 사료,캔맥주,,,,,,
돼지고기,소고기,,,,,,,
냉동 식품,소다,,,,,,,
치킨,야채,전지우유,롤빵,식빵,,,,
롤빵,와인,사진 필름,,,,,,
소시지,식빵,마가린,병맥주,,,,,
야채,전지우유,,,,,,,
우유,병맥주,소주,그릇,,,,,
전지우유,요거트,마가린,,,,,,
전지우유,계란,신문,,,,,,
소시지,요거트,롤빵,생수,소다,,,,
소시지,소고기,열대과일,과일,딸기,야채,전지우유,머스타드,
소고기,롤빵,병맥주,,,,,,
베이킹 파우더,커피,사진 필름,,,,,,
요거트,야채 주스,그릇,,,,,,
소시지,소다,캔맥주,껌,,,,,
야채,양파,전지우유,생수,,,,,
열대과일,크림 치즈,마요네즈,롤빵,식빵,스프,베이킹 파우더,생선 통조림,
열대과일,전지우유,요거트,냉동 야채,냉동 디저트,롤빵,소다,,
감귤,열대과일,과일,전지우유,버터우유,,,,
디저트,요거트,우유,크림 치즈,냉동 야채,롤빵,생수,냅킨,
양파,고양이 사료,팝콘,,,,,,
냉동 야채,마가린,절인 야채,,,,,,
치킨,과일,전지우유,사워 크림,마가린,신문,,,
양파,캔맥주,쇼핑백,,,,,,
소고기,치킨,돼지고기,야채,전지우유,롤빵,세정제,,
햄,치킨,햄,소고기,양파,전지우유,버터,냉동 감자,계란
감귤,과일,전지우유,치즈,간식,,,,
돼지고기,과일,마가린,수프,커피,냅킨,신문,,
버터우유,우유,크림 치즈,치즈,식빵,커피,,,
커피,화초,,,,,,,
과일,야채,전지우유,,,,,,
요거트,롤빵,,,,,,,
딸기,야채,요거트,사워 크림,백포도주,주방 수건,,,
햄,열대과일,야채,사워 크림,소주,,,,
음료수,소다,,,,,,,
패스트리,소다,,,,,,,
과일,전지우유,,,,,,,
전지우유,사워 크림,롤빵,화초,,,,,
전지우유,요거트,생수,,,,,,
기름,생수,,,,,,,
소고기,감귤,열대과일,전지우유,요거트,마가린,머스타드,야채 통조림,
소시지,야채,요거트,사워 크림,치즈,치즈,계란,기름,
소시지,우유,밀가루,,,,,,
돼지고기,버터,냉동 야채,마가린,설탕,껌,냅킨,신문,
캔맥주,와인,,,,,,,
돼지고기,야채,마요네즈,계란,롤빵,머스타드,야채 주스,껌,
전지우유,롤빵,,,,,,,
전지우유,버터,식빵,야채 통조림,소다,과자,케이크,초콜릿,
전지우유,롤빵,커피,,,,,,
감귤,야채,양파,계란,식빵,케이크,,,
전지우유,롤빵,식빵,소다,신문,,,,
전지우유,냉동 야채,냉동 디저트,음료수,소주,신문,,,
소고기,야채,허브,전지우유,버터,사워 크림,롤빵,,
소고기,치킨,버터우유,요거트,밀가루,고양이 사료,소다,,
소시지,냉동 야채,냉동 식품,절인 야채,커피,,,,
과일,파스타,기름,쇼핑백,,,,,
소고기,야채,냉동 야채,냉동 감자,식빵,세정제,,,
소시지,과일,요거트,식빵,소다,,,,
전지우유,버터우유,롤빵,마가린,생수,야채 주스,,,
전지우유,롤빵,병맥주,,,,,,
커피,소다,,,,,,,
견과류,롤빵,,,,,,,
소시지,요거트,크림 치즈,식빵,패스트리,커피,냅킨,,
치킨,돼지고기,감귤,야채,허브,전지우유,버터,냉동 디저트,
열대과일,요거트,계란,롤빵,패스트리,지퍼백,기름,,
전지우유,요거트,치즈,식빵,패스트리,베이킹 파우더,,,
전지우유,생수,,,,,,,
소고기,야채,냉동 디저트,패스트리,식초,마가린,설탕,고양이 사료,
연마제,냅킨,,,,,,,
향신료,커피,,,,,,,
소고기,감귤,열대과일,농축 우유,치즈,생수,소다,,
열대과일,야채,치즈,치즈,마가린,생수,소다,음료수,
소시지,치즈,롤빵,생수,초콜릿,,,,
버터우유,계란,롤빵,소다,초콜릿,,,,
소시지,전지우유,냉동 디저트,머스타드,잼,생수,,,
롤빵,소다,야채 주스,병맥주,,,,,
전지우유,롤빵,향신료,생수,,,,,
감귤,사탕,,,,,,,
소시지,감귤,전지우유,사워 크림,치즈,크림 치즈,계란,롤빵,
소시지,신문,,,,,,,
치킨,전지우유,계란,롤빵,,,,,
열대과일,롤빵,욕실 청소용품,신문,쇼핑백,,,,
전지우유,계란,마가린,생수,야채 주스,병맥주,,,
버터,수프,,,,,,,
야채,버터,마가린,,,,,,
소시지,햄,감귤,전지우유,버터,사워 크림,,,
감귤,요거트,우유,계란,롤빵,,,,
돼지고기,전지우유,사워 크림,,,,,,
소고기,과일,양파,전지우유,마가린,소다,야채 주스,냅킨,
전지우유,밀가루,마가린,설탕,,,,,
야채,전지우유,사워 크림,냉동 식품,밀가루,기름,와플,냅킨,
전지우유,냉동 식품,소다,냅킨,주방 수건,,,,
전지우유,치즈,,,,,,,
소고기,감귤,과일,야채,전지우유,쌀,,,
음료수,냉동 야채,소다,야채 주스,팝콘,신문,,,
감귤,과일,버터,롤빵,기름,소다,병맥주,브랜디,와인
롤빵,베이킹 파우더,소다,,,,,,
초콜릿,전구,,,,,,,
전지우유,와플,냅킨,,,,,,
과일,껌,,,,,,,
열대과일,쇼핑백,,,,,,,
감귤,샐러드용 ??소스,연마제,,,,,,
감귤,열대과일,야채,요거트,사워 크림,냉동 야채,아이스크림,롤빵,
치즈,소다,백포도주,,,,,,
햄,야채,양파,전지우유,사워 크림,치즈,치즈,치즈,
전지우유,백포도주,,,,,,,
롤빵,식빵,,,,,,,
소시지,음료수,롤빵,음료수,와플,쇼핑백,,,
요거트,롤빵,커피,소다,캔맥주,와플,,,
돼지고기,화초,,,,,,,
롤빵,껌,,,,,,,
마가린,소다,,,,,,,
야채,요거트,우유,설탕,커피,소다,음료수,캔맥주,
소고기,과일,전지우유,버터,마가린,고양이 사료,커피,와플,
과일,전지우유,버터,사워 크림,음료수,신문,,,
치킨,감귤,야채,식빵,패스트리,간식,냅킨,,
전지우유,버터,신문,,,,,,
치킨,소주,,,,,,,
소시지,감귤,열대과일,전지우유,버터,사워 크림,치즈,계란,
전지우유,병맥주,신문,,,,,,
열대과일,요거트,우유,크림 치즈,치즈,롤빵,패스트리,마가린,와플
소시지,캔맥주,쇼핑백,,,,,,
치킨,포장 채소,전지우유,사워 크림,냉동 야채,냉동 디저트,롤빵,식빵,
전지우유,요거트,생수,캔맥주,,,,,
감귤,과일,야채,요거트,마가린,그릇,,,
햄,열대과일,과일,전지우유,요거트,사워 크림,치즈,치즈,
전지우유,요거트,사워 크림,음료수,식빵,,,,
식빵,쇼핑백,,,,,,,
소시지,감귤,요거트,사워 크림,냉동 식품,파스타,커피,생수,
치즈,치즈,,,,,,,
요거트,팝콘,청소기,신문,,,,,
야채,전지우유,치즈,롤빵,베이킹 파우더,,,,
롤빵,설탕,커피,캔맥주,쇼핑백,,,,
딸기,마가린,커피,쇼핑백,,,,,
치킨,햄,전지우유,버터,크림 치즈,,,,
소시지,소고기,요거트,사워 크림,계란,커피,생수,,
롤빵,병맥주,,,,,,,
소시지,전지우유,롤빵,,,,,,
버터우유,패스트리,,,,,,,
돼지고기,야채,전지우유,강아지 사료,소다,쇼핑백,,,
돼지고기,야채,패스트리,쇼핑백,,,,,
열대과일,과일,커피,소다,야채 주스,간식,,,
과일,견과류,전지우유,요거트,사워 크림,크림 치즈,롤빵,와플,초콜릿
감귤,계란,,,,,,,
소시지,소고기,돼지고기,감귤,우유,식빵,설탕,소다,
열대과일,캔맥주,,,,,,,
전지우유,사워 크림,치즈,롤빵,신문,,,,
딸기,전지우유,치즈,마가린,생수,화초,,,
햄,소고기,전지우유,요거트,고양이 사료,,,,
식빵,패스트리,소다,간식,팝콘,와플,껌,초콜릿,
요거트,커피,,,,,,,
소고기,과일,야채,전지우유,냉동 야채,,,,
감귤,열대과일,전지우유,버터,요거트,사워 크림,롤빵,패스트리,
커피,소다,와플,,,,,,
전지우유,음료수,냉동 야채,마가린,소주,신문,,,
전지우유,식빵,,,,,,,
소시지,열대과일,전지우유,,,,,,
소고기,열대과일,야채,전지우유,버터,사워 크림,냉동 식품,롤빵,
요거트,패스트리,식초,생수,그릇,,,,
치즈,냉동 식품,소다,쇼핑백,,,,,
요거트,사워 크림,우유,베이킹 파우더,생수,소다,,,
치킨,감귤,전지우유,요거트,머스타드,고양이 사료,소다,신문,
전지우유,초콜릿,,,,,,,
사워 크림,커피,,,,,,,
패스트리,화초,,,,,,,
치킨,백포도주,쇼핑백,,,,,,
냉동 디저트,생수,,,,,,,
열대과일,과일,야채,요거트,밀가루,마가린,설탕,생수,
열대과일,과일,전지우유,요거트,아이스크림,냉동 디저트,계란,패스트리,밀가루
소시지,과일,롤빵,패스트리,소다,야채 주스,캔맥주,간식,사탕
