고객ID,성별,연령,서비스기간,단선횟수,주간통화횟수,주간통화시간_분,야간통화횟수,야간통화시간_분,주말통화횟수,주말통화시간_분,국제통화시간_분,국내통화횟수,국내통화시간_분,총통화시간_분,통화량구분,총통화요금,부과요금,통화품질불만,이탈여부
C129100,남,37,18.8,2,390,1065,2,167.1,6,24,311.640918,398,1256.1,1567.740918,중,98.67553,248.67553,F,유지
C129170,남,56,14.5,2,492,920.400001,1,83.4,23,64.8,270.16863,516,1068.600001,1338.768631,중,81.050589,231.050589,F,유지
C129220,여,35,35.266667,1,997,2728.199999,179,412.800001,2,9.5,728.974375,1178,3150.5,3879.474375,고,400.669845,550.669845,F,이탈
C129300,남,30,28.766667,0,282,776.4,217,407.699999,6,18,283.085517,505,1202.099999,1485.185516,중,85.098471,235.098471,F,유지
C129360,여,40,19.9,0,357,985.8,143,238.8,2,19.2,379.777117,502,1243.8,1623.577117,중,117.858866,267.858866,F,유지
C129390,남,40,10.966667,2,334,922.2,76,253.499999,30,49.8,277.538048,440,1225.499999,1503.038047,중,85.495864,235.495864,F,유지
C129430,남,45,26.566667,2,285,788.399999,166,365.399999,14,61.2,189.260343,465,1214.999998,1404.260341,중,58.014769,208.014769,F,이탈
C129510,남,34,31,8,277,771,73,182.1,2,66.5,234.953355,352,1019.6,1254.553355,중,70.486006,220.486006,F,이탈
C129520,여,46,18.2,1,305,850.2,49,259.500001,4,42,337.817823,358,1151.700001,1489.517824,중,101.345347,251.345347,F,유지
C129530,여,26,11.566667,1,564,933.600001,15,132.9,19,58.5,292.970761,598,1125.000001,1417.970762,중,87.891228,237.891228,F,유지
C129550,남,45,35.533333,0,353,985.2,102,178.5,6,15.5,327.808781,461,1179.2,1507.008781,중,98.342634,248.342634,F,이탈
C129620,여,36,29.2,0,322,901.800001,55,95.7,12,20,237.195469,389,1017.500001,1254.69547,중,71.158641,221.158641,F,유지
C129640,여,38,45.466667,1,340,952.2,100,296.4,1,12,333.222767,441,1260.6,1593.822767,중,105.285555,255.285555,F,이탈
C129660,남,50,20.3,2,566,885.599999,35,65.099999,48,132.599999,347.070268,649,1083.299997,1430.370265,중,104.12108,254.12108,F,이탈
C129670,여,27,43.7,2,210,589.800001,194,405.6,58,97.800001,207.643404,462,1093.200002,1300.843406,중,62.293021,212.293021,F,유지
C129820,여,37,49.233333,3,215,608.4,36,341.1,29,82.8,239.845062,280,1032.3,1272.145062,중,71.953519,221.953519,F,유지
C129850,여,35,45.4,1,275,778.800001,150,380.100001,35,81,375.788804,460,1239.900002,1615.688806,중,115.984731,265.984731,F,유지
C129920,남,26,20.766667,2,649,1026.6,7,106.2,4,7.8,347.347108,660,1140.6,1487.947108,중,104.204132,254.204132,F,유지
C129960,여,44,9.666667,0,536,1048.200001,13,105,50,93,245.602739,599,1246.200001,1491.80274,중,77.933802,227.933802,F,유지
C130020,여,32,41.966667,0,398,672,208,412.200001,7,79.799999,327.229397,613,1164,1491.229397,중,98.168819,248.168819,F,유지
C130130,여,31,38.7,0,370,1054.8,12,45.6,10,34,243.528646,392,1134.4,1377.928646,중,73.058594,223.058594,F,이탈
C130160,여,32,28.933333,1,548,1074.599999,32,73.799999,6,14.5,243.626609,586,1162.899998,1406.526607,중,73.087983,223.087983,F,유지
C130220,여,29,40.866667,1,269,773.400001,71,265.8,1,72.6,232.641506,341,1111.800001,1344.441507,중,69.792452,219.792452,F,이탈
C130350,남,43,58.033333,1,551,1084.199999,9,18.900001,11,41.400001,337.711502,571,1144.500001,1482.211503,중,101.313451,251.313451,F,유지
C130410,남,29,30.566667,2,342,673.8,94,555.9,6,24.6,345.452524,442,1254.3,1599.752524,중,107.809234,257.809234,F,이탈
C130520,남,38,14.966667,2,470,927.6,17,83.4,10,33.6,334.650092,497,1044.6,1379.250092,중,100.395028,250.395028,F,유지
C130610,남,35,16.866667,2,301,596.400001,38,353.400001,47,73,268.797533,386,1022.800002,1291.597535,중,80.63926,230.63926,F,유지
C130750,남,49,43.433333,6,637,1083,37,58.8,17,52.8,325.352541,691,1194.6,1519.952541,중,97.605762,247.605762,F,이탈
C130830,남,40,31.5,2,332,658.799999,222,362.100001,17,82.799999,342.412423,571,1103.699999,1446.112422,중,102.723727,252.723727,F,유지
C130950,남,27,16.633333,0,304,743.4,77,261.300001,9,61.8,350.129799,390,1066.500001,1416.6298,중,105.03894,255.03894,F,이탈
C131070,남,34,32.333333,2,574,910.8,56,108.3,3,35.5,340.593927,633,1054.6,1395.193927,중,102.178178,252.178178,F,유지
C131130,남,42,39.933333,1,322,642,195,309,50,87,330.486757,567,1038,1368.486757,중,99.146027,249.146027,F,유지
C131370,남,30,51.033333,2,441,883.2,76,286.500001,0,0,243.466532,517,1169.700001,1413.166533,중,73.03996,223.03996,F,유지
C131390,남,50,12.3,0,521,890.399999,64,206.700001,50,85.799999,259.169791,635,1182.899999,1442.06979,중,77.750937,227.750937,F,유지
C131400,남,33,10,1,359,719.399999,236,361.5,30,95.399999,375.881808,625,1176.299998,1552.181806,중,112.764542,262.764542,F,이탈
C131430,남,48,34.133333,0,452,908.4,5,220.5,19,70.2,192.870039,476,1199.1,1391.970039,중,57.861012,207.861012,F,유지
C131510,남,57,27.533333,7,630,1076.4,33,52.2,9,32.4,225.643181,672,1161,1386.643181,중,67.692954,217.692954,F,유지
C131530,여,48,17.633333,0,541,1087.8,27,99.600001,0,0,217.725071,568,1187.400001,1405.125072,중,65.317521,215.317521,F,이탈
C131700,남,56,35.866667,2,426,858,207,348,11,43,387.981328,644,1249,1636.981328,중,120.527425,270.527425,F,이탈
C131850,남,36,29.5,0,540,858.6,22,256.200001,9,90.6,296.390815,571,1205.400001,1501.790816,중,89.379564,239.379564,F,이탈
C131860,남,44,38.466667,1,506,867,41,132.3,0,0,281.999669,547,999.3,1281.299669,중,84.599901,234.599901,F,이탈
C132140,여,27,44.7,1,263,768.599999,117,231.3,0,0,189.953708,380,999.899999,1189.853707,중,56.986112,206.986112,F,유지
C132180,여,59,46.333333,1,70,750,234,429,0,0,272.66837,304,1179,1451.66837,중,81.800511,231.800511,F,이탈
C132230,여,33,37.9,0,149,871.199999,5,244.499999,6,14.399999,334.680587,160,1130.099997,1464.780584,중,100.404176,250.404176,F,유지
C132340,여,31,34.7,0,79,839.4,84,257.700001,7,23,211.99722,170,1120.100001,1332.097221,중,63.599166,213.599166,F,유지
C132390,남,28,51.833333,1,261,1014.599999,1,27.6,5,15,182.982358,267,1057.199999,1240.182357,중,54.894707,204.894707,F,유지
C132420,남,32,54.466667,1,16,662.4,143,375.6,5,13.8,294.055599,164,1051.8,1345.855599,중,88.21668,238.21668,F,유지
C132440,여,40,30.533333,2,147,570.6,184,522.9,8,14,240.263217,339,1107.5,1347.763217,중,72.078965,222.078965,F,유지
C132450,남,29,12.533333,6,139,821.399999,204,335.399999,10,43,241.787144,353,1199.799998,1441.587142,중,72.536143,222.536143,F,유지
C132590,남,27,56.633333,0,198,654,213,394.2,1,24.5,266.592217,412,1072.7,1339.292217,중,79.977665,229.977665,F,이탈
C132690,여,38,43.466667,0,164,739.800001,40,334.199999,39,122.4,245.98184,243,1196.4,1442.38184,중,73.794552,223.794552,F,유지
C132770,남,55,50.666667,2,155,923.4,52,155.100001,86,174,191.014754,293,1252.500001,1443.514755,중,61.864696,211.864696,F,유지
C132780,남,28,40.066667,1,185,611.399999,95,520.200001,11,69,225.830563,291,1200.6,1426.430563,중,67.794446,217.794446,F,유지
C132860,남,40,30.2,8,149,892.2,30,246,1,15,319.64024,180,1153.2,1472.84024,중,95.892072,245.892072,F,이탈
C132890,남,37,37.5,1,159,712.2,125,393.3,25,88.8,275.295409,309,1194.3,1469.595409,중,82.588623,232.588623,F,유지
C132950,여,51,39.733333,2,238,789.6,266,429.3,9,15.6,360.476111,513,1234.5,1594.976111,중,110.971163,260.971163,F,유지
C132970,남,47,42.666667,0,270,852,155,240.299999,8,76.799999,311.001936,433,1169.099998,1480.101934,중,93.300581,243.300581,F,유지
C133040,남,28,56.633333,2,149,892.8,2,286.8,0,0,208.610727,151,1179.6,1388.210727,중,62.583218,212.583218,F,유지
C133160,남,31,47.966667,0,76,769.199999,96,379.500002,1,66,342.375467,173,1214.700001,1557.075468,중,103.913074,253.913074,F,유지
C133200,여,35,57.166667,2,169,658.8,166,415.500001,51,138.6,255.237331,386,1212.900001,1468.137332,중,77.566538,227.566538,F,유지
C133220,남,35,44.2,1,191,1150.799999,0,0,8,33,383.667269,199,1183.799999,1567.467268,중,115.100181,265.100181,F,유지
C133250,여,28,43.933333,7,272,954.600001,119,193.2,0,0,258.0999,391,1147.800001,1405.899901,중,77.42997,227.42997,F,유지
C133340,여,40,42.733333,0,159,708,132,377.099999,53,115.799999,336.538938,344,1200.899998,1537.438936,중,101.033211,251.033211,F,유지
C133350,여,27,27.033333,1,161,976.2,46,165.9,7,11.4,341.56406,214,1153.5,1495.06406,중,102.469218,252.469218,F,유지
C133410,남,34,57.8,2,189,1150.2,4,38.1,4,26,338.263727,197,1214.3,1552.563727,중,102.871375,252.871375,F,유지
C133430,남,31,56.6,8,313,1038.6,14,74.1,2,79,243.359272,329,1191.7,1435.059272,중,73.007782,223.007782,F,유지
C133450,여,28,34.333333,0,117,715.2,181,411.6,19,43.8,302.181476,317,1170.6,1472.781476,중,90.654443,240.654443,F,유지
C133540,여,46,20,1,334,1053.600001,36,71.100001,0,0,326.086912,370,1124.700002,1450.786914,중,97.826074,247.826074,F,이탈
C133610,여,70,36.2,0,169,521.400001,259,408.599999,5,76.2,304.624616,433,1006.2,1310.824616,중,91.387385,241.387385,F,유지
C133700,남,49,35.166667,2,108,662.4,161,345.9,6,33.6,241.414224,275,1041.9,1283.314224,중,72.424267,222.424267,F,유지
C133760,여,48,21.6,0,291,915.6,21,174.900001,2,7.8,340.239377,314,1098.300001,1438.539378,중,102.071813,252.071813,F,유지
C133780,남,31,36.433333,4,103,996,52,130.2,7,26,283.902054,162,1152.2,1436.102054,중,85.170616,235.170616,F,유지
C133870,여,51,35.533333,2,129,795,79,323.4,28,67,335.095906,236,1185.4,1520.495906,중,100.528772,250.528772,F,유지
C133890,남,40,53.1,0,101,972.6,103,205.2,2,41,337.23419,206,1218.8,1556.03419,중,102.860375,252.860375,F,이탈
C134040,남,34,57.866667,1,156,966.599999,27,47.699999,8,18.599999,295.575147,191,1032.899997,1328.475144,중,88.672544,238.672544,F,유지
C134060,남,54,26.433333,9,159,982.2,29,74.1,0,0,300.335453,188,1056.3,1356.635453,중,90.100636,240.100636,F,이탈
C134160,남,39,39.4,1,192,640.8,125,517.5,17,45,383.807054,334,1203.3,1587.107054,중,115.394985,265.394985,F,유지
C134340,여,29,33.266667,2,261,869.4,115,287.100001,3,30,326.647973,379,1186.500001,1513.147974,중,97.994392,247.994392,F,유지
C134530,남,41,28.366667,1,121,757.800001,134,295.800001,31,53.4,336.311852,286,1107.000002,1443.311854,중,100.893556,250.893556,F,유지
C134540,여,33,53.4,7,112,1034.400001,8,23.7,11,69,216.95467,131,1127.100001,1344.054671,중,65.086401,215.086401,F,유지
C134610,여,49,42.7,0,301,1003.799998,35,125.099999,1,16.8,236.06553,337,1145.699997,1381.765527,중,70.819659,220.819659,F,유지
C134650,남,54,20.533333,0,169,1064.399999,8,30.300001,21,63.5,284.832229,198,1158.2,1443.032229,중,85.449669,235.449669,F,유지
C134770,남,50,34.6,10,132,834,17,194.1,6,46.800001,182.993137,155,1074.900001,1257.893138,중,54.897941,204.897941,F,유지
C134880,여,34,31.7,2,288,1141.199999,30,65.4,10,24,401.276525,328,1230.599999,1631.876524,중,123.331807,273.331807,F,유지
C134920,여,32,14.766667,0,149,947.4,33,72,22,115,209.288439,204,1134.4,1343.688439,중,62.786532,212.786532,F,유지
C134950,남,35,54.733333,0,214,694.2,58,385.8,6,35,358.596364,278,1115,1473.596364,중,107.578909,257.578909,F,이탈
C134970,여,41,55.766667,2,137,868.2,164,295.2,11,22.8,254.111031,312,1186.2,1440.311031,중,76.233309,226.233309,F,유지
C135010,남,61,44.833333,2,231,917.4,41,134.1,5,22.799999,231.891786,277,1074.299999,1306.191785,중,69.567536,219.567536,F,이탈
C135040,남,54,18.4,6,179,711.6,99,394.499999,1,7.5,359.625795,279,1113.599999,1473.225794,중,107.887739,257.887739,F,유지
C135090,남,28,34.733333,4,214,1127.400001,33,54,23,57,205.751579,270,1238.400001,1444.15158,중,65.393381,215.393381,F,유지
C135120,여,27,23.533333,1,236,791.4,116,230.700001,15,37.2,292.003011,367,1059.300001,1351.303012,중,87.600903,237.600903,F,유지
C135310,남,54,18.7,1,99,636.600001,81,600,6,15,364.322648,186,1251.600001,1615.922649,중,113.189057,263.189057,F,유지
C135450,남,36,26.966667,1,138,889.8,16,91.8,9,48.600001,206.156535,163,1030.200001,1236.356536,중,61.84696,211.84696,F,유지
C135500,여,44,53.666667,0,121,639.6,186,444.3,7,45,215.959359,314,1128.9,1344.859359,중,64.787808,214.787808,F,이탈
C135590,여,37,13.433333,11,136,874.8,58,187.5,8,78,209.722352,202,1140.3,1350.022352,중,62.916706,212.916706,F,유지
C135600,여,53,52.366667,11,171,681.6,60,429.299999,4,23,239.149642,235,1133.899999,1373.049641,중,71.744893,221.744893,F,이탈
C135790,남,39,16.933333,8,121,522,51,423.599999,46,78,215.917314,218,1023.599999,1239.517313,중,64.775194,214.775194,F,유지
C135950,남,38,22.033333,8,273,883.8,148,304.8,16,36,330.378519,437,1224.6,1554.978519,중,101.231253,251.231253,F,유지
C136160,여,49,46.8,5,134,883.8,163,269.100001,2,7.8,356.671099,299,1160.700001,1517.3711,중,107.00133,257.00133,F,유지
C136230,남,37,19.1,6,241,966.599999,24,43.2,3,41.4,238.297129,268,1051.199999,1289.497128,중,71.489139,221.489139,F,유지
C136320,남,29,13.466667,1,153,571.2,54,246.900001,24,189,276.558628,231,1007.100001,1283.658629,중,82.967588,232.967588,F,유지
C136330,여,29,25.3,0,267,826.2,35,345.3,15,26,196.001589,317,1197.5,1393.501589,중,58.800477,208.800477,F,유지
C136360,남,31,16.033333,2,225,672,283,455.4,12,48,281.793322,520,1175.4,1457.193322,중,84.537997,234.537997,F,이탈
C136450,남,62,28,14,113,216.6,23,63.6,0,0,53.162911,136,280.2,333.362911,중저,15.948873,99.348873,T,이탈
C136570,여,34,39.5,1,109,724.2,119,270,7,41.399999,210.522485,235,1035.599999,1246.122484,중,63.156746,213.156746,F,유지
C136600,남,66,45.433333,2,177,712.2,200,315,6,78,279.355515,383,1105.2,1384.555515,중,83.806655,233.806655,F,유지
C136630,남,50,10.166667,2,105,700.2,40,370.5,12,24,224.531935,157,1094.7,1319.231935,중,67.359581,217.35958,F,유지
C136730,여,33,31.266667,2,312,1009.8,20,132.6,8,36,379.045468,340,1178.4,1557.445468,중,113.71364,263.71364,F,유지
C136820,남,31,33.433333,1,135,910.799999,100,188.1,0,0,327.894805,235,1098.899999,1426.794804,중,98.368442,248.368442,F,이탈
C136900,여,55,33.233333,2,186,967.2,4,43.5,27,65.4,209.640975,217,1076.1,1285.740975,중,62.892293,212.892293,F,유지
C136970,남,34,26.1,8,155,1050,32,94.5,13,40.8,335.115387,200,1185.3,1520.415387,중,100.534616,250.534616,F,이탈
C137010,남,27,30.766667,12,172,297,96,228.6,25,60,98.89764,293,585.6,684.49764,중,29.669292,134.669292,T,이탈
C137050,남,21,13.6,13,219,350.400001,55,159.900001,13,57,104.645529,287,567.300002,671.945531,중,31.393659,136.393659,T,이탈
C137110,남,31,26.3,13,339,589.2,176,264.6,24,92,55.008288,539,945.8,1000.808288,중,55.334605,160.334605,T,이탈
C137120,남,37,35.033333,1,271,1095.599999,7,60.599999,8,28.500001,313.887109,286,1184.699999,1498.587108,중,94.166133,244.166133,F,유지
C137170,남,26,54.5,0,262,1059.599999,20,55.200001,0,0,183.272396,282,1114.8,1298.072396,중,54.981719,204.981719,F,유지
C137180,남,45,34.666667,7,334,1034.4,2,18.9,12,22.200001,239.137345,348,1075.500001,1314.637346,중,71.741203,221.741203,F,이탈
C137230,여,31,23.866667,2,98,787.799999,106,315.6,4,25.2,268.618379,208,1128.599999,1397.218378,중,80.585514,230.585514,F,유지
C137280,남,42,26.8,2,97,665.4,54,432.300001,3,16.2,200.469365,154,1113.900001,1314.369366,중,60.14081,210.140809,F,유지
C137360,여,55,41.666667,1,322,1005,0,0,14,43.2,219.15522,336,1048.2,1267.35522,중,65.746566,215.746566,F,유지
C137470,여,28,33.633333,5,248,726,227,361.5,12,34,248.382551,487,1121.5,1369.882551,중,74.514765,224.514765,F,유지
C137890,여,47,43.233333,1,114,880.2,69,186.9,18,46.2,359.26054,201,1113.3,1472.56054,중,107.778162,257.778162,F,유지
C137930,여,37,42.666667,2,171,580.8,127,468.599999,28,48,208.474517,326,1097.399999,1305.874516,중,62.542355,212.542355,F,유지
C138060,남,37,48,10,214,895.2,23,317.7,6,10.8,255.883523,243,1223.7,1479.583523,중,78.816946,228.816946,F,유지
C138190,남,32,32.233333,0,101,715.2,109,269.4,6,34.2,229.023392,216,1018.8,1247.823392,중,68.707018,218.707018,F,유지
C138200,남,47,31.166667,12,141,225,14,158.4,1,4.8,1.493469,156,388.2,389.693469,중저,9.970096,93.370096,T,이탈
C138280,남,44,50.4,1,138,984,130,203.7,17,57,382.584096,285,1244.7,1627.284096,중,118.777112,268.777112,F,이탈
C138330,남,26,52.433333,1,121,914.400001,19,147.300001,19,83.400001,357.447542,159,1145.100003,1502.547545,중,107.234263,257.234263,F,유지
C138370,여,50,51.966667,0,200,744.600001,169,439.499999,1,25,215.143042,370,1209.1,1424.243042,중,65.278115,215.278115,F,유지
C138510,남,30,22.866667,2,119,853.799999,90,280.799999,0,0,365.81104,209,1134.599998,1500.411038,중,109.743312,259.743312,F,유지
C138540,여,28,51.933333,0,217,675,85,517.8,6,55.2,405.794841,308,1248,1653.794841,중,125.436529,275.436529,F,이탈
C138600,남,28,34.4,11,120,861.600001,176,268.800001,28,44,274.327252,324,1174.400002,1448.727254,중,82.298176,232.298176,F,유지
C138630,여,32,18.366667,1,29,774.6,38,199.5,35,106.2,260.342908,102,1080.3,1340.642908,중,78.102872,228.102872,F,이탈
C138660,남,47,46.233333,9,115,829.8,160,251.4,15,44,332.118575,290,1125.2,1457.318575,중,99.635572,249.635572,F,유지
C138710,여,63,40.366667,1,170,705,300,484.2,15,36,251.02709,485,1225.2,1476.22709,중,77.293151,227.293151,F,유지
C138750,남,29,35.9,5,160,660,190,338.4,3,5.4,297.488676,353,1003.8,1301.288676,중,89.246603,239.246603,F,유지
C138890,여,41,34.633333,2,160,828,31,218.7,38,96,235.171196,229,1142.7,1377.871196,중,70.551359,220.551359,F,유지
C138920,남,50,23.533333,2,238,985.2,4,49.8,1,37.5,196.852633,243,1072.5,1269.352633,중,59.05579,209.05579,F,유지
C138940,여,31,46.2,1,97,707.4,109,458.1,34,53.4,316.67587,240,1218.9,1535.57587,중,96.496201,246.496201,F,유지
C138960,여,57,29.233333,0,272,1008.6,11,77.4,1,36,283.556763,284,1122,1405.556763,중,85.067029,235.067029,F,유지
C139040,여,32,50.566667,0,203,608.4,149,353.1,8,40.199999,205.194782,360,1001.699999,1206.894781,중,61.558435,211.558435,F,유지
C139170,남,47,37.7,11,209,624.599999,213,385.500001,9,51.599999,225.365952,431,1061.699999,1287.065951,중,67.609786,217.609786,F,유지
C145530,남,38,21.966667,1,231,1059.600001,21,49.200001,39,77.399999,320.293549,291,1186.200001,1506.49355,중,96.088065,246.088065,F,이탈
C146100,남,32,13.9,2,166,768.599999,44,295.5,24,62.400001,350.246029,234,1126.5,1476.746029,중,105.073809,255.073809,F,이탈
C147000,남,20,16.866667,13,207,424.800001,8,271.800001,6,75,0.194272,221,771.600002,771.794274,중,18.085622,123.085622,T,이탈
C147215,여,37,52.433333,12,133,483,0,0,6,13.8,219.368186,139,496.8,716.168186,중저,65.810456,170.810456,T,이탈
C154380,남,34,54.133333,5,78,119.4,12,109.500001,37,76.800001,93.107187,127,305.700002,398.807189,중저,37.242875,97.182875,F,이탈
C154400,남,33,19.8,0,53,108.599999,75,153.599999,53,126,42.825804,181,388.199998,431.025802,중저,17.130322,77.070322,F,이탈
C154410,남,25,52.6,1,25,46.199999,64,138.600001,5,13.8,36.334217,94,198.6,234.934217,중저,14.533687,74.473687,F,이탈
C154420,남,23,37.9,0,44,81.6,99,162.9,15,42,38.153279,158,286.5,324.653279,중저,15.261312,75.201312,F,이탈
C154430,여,42,43.666667,2,25,54,62,194.1,1,40.5,24.368279,88,288.6,312.968279,중저,9.747312,69.687312,F,이탈
C154440,남,25,52.9,0,17,49.8,63,110.4,16,27.6,38.076703,96,187.8,225.876703,중저,15.230681,75.170681,F,이탈
C154460,남,54,56.566667,0,42,120,87,193.800001,19,34.199999,4.163638,148,348,352.163638,중저,1.665455,61.605455,F,이탈
C154510,남,19,45.566667,0,41,76.2,180,324.300001,2,12,95.395927,223,412.500001,507.895928,중저,38.158371,98.098371,F,이탈
C154520,남,34,16.566667,2,55,151.799999,10,212.4,18,41,86.28063,83,405.199999,491.480629,중저,34.512252,94.452252,F,이탈
